joylashuv;xonalar;maydon;qavat;bino_qavati;narx
Chilonzor;4;85;3;4;52500
Chilonzor;4;72;4;4;55500
Mirzo Ulugbek;4;130;4;4;95000
Chilonzor;4;76;2;4;68000
Chilonzor;4;80;3;4;54000
Uchtepa;2;48;4;4;31000
Chilonzor;2;66;3;9;47000
Chilonzor;2;46;4;5;37000
Uchtepa;1;42;5;5;26000
Uchtepa;4;110;3;3;91000
Chilonzor;4;110;3;4;105000
Chilonzor;3;70;4;4;39500
Chilonzor;3;68;2;5;53500
Chilonzor;3;60;3;5;47000
Chilonzor;3;58;1;4;39000
Mirzo Ulugbek;4;110;5;9;85000
Yunusobod;4;90;2;4;72000
Yakkasaroy;3;80;6;8;45000
Chilonzor;1;30;2;4;25000
Mirobod;3;72;1;2;40000
Olmzor;3;71;2;9;41000
Yakkasaroy;2;51;4;4;33500
Mirobod;4;90;4;4;90000
Shayhontohur;2;48;8;9;65000
Mirzo Ulugbek;2;63;1;4;43500
Mirzo Ulugbek;2;64;6;7;45000
Yakkasaroy;3;72;3;8;94000
Yakkasaroy;3;80;7;10;110000
Yashnobod;2;52;7;9;44500
Mirzo Ulugbek;2;47;2;2;23000
Mirobod;4;121;6;10;120000
Shayhontohur;3;80;1;3;105000
Mirobod;4;150;3;12;140000
Uchtepa;2;70;4;5;41500
Uchtepa;2;70;4;5;41500
Mirobod;3;80;7;9;60000
Chilonzor;2;37;1;4;41000
Chilonzor;4;95;2;4;83000
Uchtepa;2;56;1;4;40500
Uchtepa;3;68;1;4;40000
Uchtepa;2;45;3;4;35000
Chilonzor;3;68;3;5;48500
Uchtepa;4;80;3;4;52500
Mirobod;4;178;3;7;310000
Mirzo Ulugbek;2;46;4;4;38000
Yunusobod;3;148;2;8;136000
Mirobod;3;115;4;7;157550
Olmzor;3;72;5;9;46000
Mirobod;2;94;4;7;128780
Yunusobod;3;58;1;4;36000
Yunusobod;4;90;2;4;53000
Yunusobod;4;176;6;8;167200
Mirzo Ulugbek;2;115;4;5;93000
Yashnobod;4;92;4;4;54000
Yashnobod;2;46;1;3;29500
Yunusobod;3;131;3;8;128000
Uchtepa;2;53;4;5;39500
Yunusobod;3;65;3;4;76000
Mirzo Ulugbek;1;38;4;4;21000
Mirzo Ulugbek;3;79;4;5;53000
Mirzo Ulugbek;2;46;4;4;30500
Yashnobod;5;133;4;9;79000
Sergeli;3;80;3;7;50000
Yashnobod;2;62;8;9;29900
Chilonzor;1;32;4;4;27500
Mirzo Ulugbek;2;42;3;4;32000
Yashnobod;1;30;3;5;21000
Sergeli;2;52;1;7;35000
Mirzo Ulugbek;3;62;5;5;35000
Mirzo Ulugbek;2;51;4;4;30000
Yunusobod;2;72;9;9;42108
Mirzo Ulugbek;2;50;1;5;31000
Mirzo Ulugbek;2;60;3;5;30500
Mirzo Ulugbek;2;48;4;4;28000
Mirzo Ulugbek;2;42;2;5;33500
Yakkasaroy;4;100;1;9;90000
Yashnobod;2;48;3;5;34000
Mirobod;3;88;5;5;49000
Mirobod;4;120;1;4;135000
Chilonzor;2;50;1;4;35500
Mirzo Ulugbek;2;55;2;4;35000
Mirzo Ulugbek;5;100;4;4;48000
Chilonzor;1;33;4;4;25000
Yakkasaroy;2;78;1;4;85000
Yunusobod;1;42;1;5;28500
Mirzo Ulugbek;2;50;4;4;26500
Shayhontohur;3;68,37;2;9;56000
Mirzo Ulugbek;4;92;3;5;61000
Chilonzor;2;63;1;5;45000
Chilonzor;2;58;1;9;35000
Shayhontohur;1;70;6;7;60000
Uchtepa;2;56;6;9;34500
Yunusobod;1;50;7;9;37500
Mirobod;1;43;4;8;52000
Mirobod;2;53;9;10;48000
Yunusobod;3;72;4;9;78000
Yakkasaroy;3;105;5;9;135000
Sergeli;2;42;5;7;35000
Yakkasaroy;2;49;4;5;36000
Shayhontohur;7;320;7;7;130000
Yashnobod;3;61,91;8;9;50027
Yashnobod;2;53,1;3;6;34326
Mirzo Ulugbek;2;39,9;4;9;21823
Mirzo Ulugbek;2;50,3;5;9;27511
Mirzo Ulugbek;2;41,4;5;9;22379
Yashnobod;2;52,5;3;9;42423
Yashnobod;4;104,1;5;9;84119
Yashnobod;2;76;2;9;61413
Mirzo Ulugbek;1;26,4;5;9;14439
Shayhontohur;2;50;8;12;31000
Sergeli;2;54;6;7;34075
Yunusobod;3;78;4;5;43000
Chilonzor;2;46;3;4;40000
Chilonzor;2;54;2;4;39500
Chilonzor;1;33;2;4;34000
Chilonzor;3;62;2;4;52500
Chilonzor;3;78;9;9;53500
Chilonzor;2;55;4;4;36500
Uchtepa;3;72;5;5;42400
Uchtepa;4;80;1;4;55000
Uchtepa;4;100;1;4;87000
Chilonzor;3;110;2;4;115000
Yakkasaroy;1;43;5;16;36000
Chilonzor;2;50;4;4;32000
Chilonzor;4;94;9;9;60132
Chilonzor;2;49;4;4;35000
Olmzor;3;91;3;3;85000
Chilonzor;3;72;4;9;43000
Chilonzor;1;30;4;4;26500
Uchtepa;1;36;3;4;25500
Chilonzor;4;110;3;9;84000
Uchtepa;2;90;2;5;65000
Shayhontohur;3;72;2;5;40000
Yashnobod;2;70;5;9;50000
Uchtepa;2;48;5;5;31000
Uchtepa;4;86;2;5;66000
Uchtepa;3;72;1;9;48000
Uchtepa;4;90;3;5;48000
Uchtepa;3;84;6;9;53500
Chilonzor;2;58;8;9;33500
Chilonzor;2;54;2;5;43000
Chilonzor;2;65;5;12;42500
Chilonzor;2;63;5;9;66000
Uchtepa;1;32;4;4;23000
Chilonzor;1;39;4;4;26000
Yakkasaroy;2;51;1;5;60000
Yakkasaroy;6;145;1;9;142000
Shayhontohur;3;80;6;9;48000
Shayhontohur;3;95;6;9;78000
Shayhontohur;2;48;8;9;69000
Chilonzor;3;75;2;9;66000
Uchtepa;4;85;5;5;45000
Uchtepa;2;52;5;5;35000
Uchtepa;2;62;1;5;53000
Uchtepa;4;100;9;9;52000
Yashnobod;2;50;2;4;28500
Chilonzor;2;43;3;9;22000
Mirobod;2;70;4;9;55000
Mirobod;3;70;2;4;65000
Chilonzor;8;240;8;9;96000
Chilonzor;8;240;9;10;96000
Mirobod;3;110;5;9;105000
Mirobod;3;114;1;8;77995
Mirobod;2;70;8;9;52000
Mirobod;4;97;3;5;53972
Shayhontohur;4;165;4;7;140000
Yashnobod;2;70;5;5;47000
Yashnobod;2;50;4;4;42000
Mirzo Ulugbek;2;46;4;4;30500
Sergeli;1;24;2;2;15500
Mirzo Ulugbek;1;33;2;4;24000
Mirzo Ulugbek;2;58;4;5;31500
Yunusobod;5;135;1;9;85000
Olmzor;1;40,52;4;4;23000
Shayhontohur;5;185;2;5;135000
Mirobod;2;48;1;4;32000
Mirzo Ulugbek;2;65;1;9;38000
Shayhontohur;3;102;2;7;75000
Shayhontohur;4;123;5;7;89000
Yashnobod;5;140;3;8;98000
Shayhontohur;3;96;7;7;68000
Yashnobod;2;60;2;6;27000
Shayhontohur;4;140;4;7;120000
Mirobod;3;120;5;10;175000
Chilonzor;4;100;1;12;45000
Yunusobod;3;70;2;4;70000
Mirobod;3;75;4;4;70000
Mirobod;1;55;2;9;62000
Yashnobod;5;135;3;9;88000
Mirobod;3;73;2;9;79000
Yunusobod;4;175;9;11;280000
Yunusobod;4;172;7;8;150000
Mirzo Ulugbek;7;192;8;9;155000
Mirzo Ulugbek;2;58;4;4;52000
Shayhontohur;2;75;2;3;87000
Mirzo Ulugbek;5;160;3;5;175000
Mirzo Ulugbek;4;115;5;5;93000
Yunusobod;5;130;8;9;120000
Yakkasaroy;5;115;8;9;65000
Mirobod;3;100;3;5;105000
Mirobod;5;115;6;9;98000
Mirobod;4;110;8;9;93000
Mirobod;4;120;10;16;125000
Mirobod;4;180;3;9;225000
Mirobod;2;88;5;12;95000
Shayhontohur;5;210;2;4;140000
Mirobod;5;225;8;9;130000
Mirzo Ulugbek;3;83;2;6;41500
Bektemir;3;75;4;4;34000
Yashnobod;2;60;1;9;32500
Yunusobod;2;65;6;9;50996
Yakkasaroy;3;54;3;5;63000
Mirzo Ulugbek;3;112;1;5;68000
Mirzo Ulugbek;4;95;3;5;64000
Mirzo Ulugbek;2;65;4;9;35999
Yashnobod;2;52;4;4;26500
Mirzo Ulugbek;1;49,5;7;7;24749
Mirobod;3;115;5;5;65000
Sergeli;6;130;5;9;75000
Mirobod;2;65;4;9;80000
Mirzo Ulugbek;1;48;7;7;24000
Mirzo Ulugbek;1;31,3;7;7;16000
Mirzo Ulugbek;1;46,3;7;7;23000
Sergeli;3;57;3;7;43000
Chilonzor;3;72;1;9;68000
Mirzo Ulugbek;2;60,5;7;7;30000
Yunusobod;1;24;7;10;13680
Yunusobod;2;34;7;10;19380
Chilonzor;3;65;1;4;57000
Sergeli;5;188;3;4;70000
Sergeli;1;37,6;1;6;28000
Mirzo Ulugbek;3;75;1;5;60000
Yashnobod;1;36;1;9;21989
Shayhontohur;3;94;19;20;182000
Mirobod;4;180;4;7;225000
Mirzo Ulugbek;1;26;4;4;18500
Mirzo Ulugbek;4;90;4;4;57000
Yashnobod;3;119;1;5;95000
Yakkasaroy;2;42;4;4;35000
Yashnobod;1;42;4;9;37000
Olmzor;2;58;2;4;39500
Yunusobod;3;70;1;5;20000
Chilonzor;4;100;6;9;70000
Chilonzor;2;50;4;4;31000
Yunusobod;2;50;1;4;33000
Yakkasaroy;4;86;2;4;68000
Yashnobod;3;66;3;4;39500
Mirobod;2;280;9;9;48000
Mirobod;2;64,75;9;9;48000
Olmzor;3;72;7;9;35500
Mirzo Ulugbek;4;94;7;9;125000
Olmzor;3;59;6;9;33500
Shayhontohur;2;48;4;4;40000
Mirzo Ulugbek;2;48;1;4;32000
Sergeli;4;99,5;8;9;50000
Yunusobod;4;90;4;5;57000
Mirobod;4;100;3;4;128000
Uchtepa;3;72;7;9;52000
Mirobod;4;82;4;4;63000
Uchtepa;3;96;3;4;62000
Uchtepa;2;52;4;4;35000
Uchtepa;4;76;2;4;51500
Mirobod;3;80;4;4;75000
Chilonzor;2;47;3;4;41000
Chilonzor;1;30;3;4;24000
Chilonzor;3;70;1;5;47000
Yunusobod;3;78;1;5;55000
Mirzo Ulugbek;4;95;4;4;95000
Mirobod;4;96;12;16;85000
Yashnobod;2;58;5;5;29500
Sergeli;4;105;7;9;42000
Chilonzor;1;42;4;4;25000
Yunusobod;5;180;5;8;280000
Chilonzor;2;50;3;5;34000
Chilonzor;2;50;1;5;35500
Chilonzor;1;42;3;9;26500
Chilonzor;1;38;3;4;24500
Yunusobod;1;45;5;5;24000
Yashnobod;2;54;4;4;31500
Yangihayot;4;96;9;9;34500
Chilonzor;4;92;2;4;115000
Chilonzor;3;65;3;4;47500
Mirobod;3;90;7;9;82000
Yunusobod;5;107;8;9;58000
Yashnobod;2;54,15;2;9;34000
Yashnobod;3;93;2;9;82000
Mirzo Ulugbek;2;65;5;9;41000
Mirzo Ulugbek;2;48;1;4;34500
Yakkasaroy;1;43;5;16;37000
Olmzor;4;130;4;4;88000
Mirzo Ulugbek;2;50;1;4;38000
Chilonzor;1;32;3;4;30500
Shayhontohur;3;80;3;4;60000
Chilonzor;3;60,89;7;9;41000
Yunusobod;2;60;2;4;58499
Mirobod;3;84;3;4;90000
Yunusobod;3;70;4;4;63000
Yakkasaroy;4;110;1;4;154998
Yunusobod;4;96;4;4;60000
Yunusobod;2;60;2;4;75000
Yunusobod;1;42;1;4;47000
Yashnobod;1;50;2;9;45000
Yunusobod;1;42;4;4;43000
Yunusobod;2;55;1;4;43000
Yakkasaroy;2;53;2;3;45000
Yunusobod;2;65;6;9;60000
Yunusobod;3;72;1;4;50000
Yunusobod;3;70;2;4;60000
Yunusobod;4;96;4;4;80000
Yunusobod;3;70;2;4;60000
Yunusobod;4;96;4;4;80000
Yunusobod;3;63;2;5;73000
Mirzo Ulugbek;3;74;7;9;62000
Shayhontohur;3;70;2;4;55000
Yunusobod;5;110;8;9;61998
Mirobod;2;65;3;9;54998
Yunusobod;5;110;7;9;72999
Shayhontohur;2;58;2;4;47500
Shayhontohur;2;72;4;4;42000
Yakkasaroy;3;75;3;4;75000
Mirobod;1;34;2;5;36500
Mirobod;3;80;3;4;90000
Mirobod;2;65;4;4;60000
Chilonzor;3;73;4;9;53000
Yunusobod;3;115;5;9;105000
Shayhontohur;3;73;5;9;51000
Shayhontohur;3;94;4;4;72500
Shayhontohur;3;73;6;9;60000
Olmzor;3;73;6;9;53000
Yakkasaroy;4;160;5;8;160000
Shayhontohur;3;65;8;9;55000
Sergeli;5;115;1;4;82000
Shayhontohur;3;100;4;4;85000
Shayhontohur;4;78;8;9;50000
Olmzor;1;38;4;4;18000
Mirobod;4;100;3;4;88000
Mirobod;3;100;5;9;115000
Yakkasaroy;4;160;2;7;195000
Mirobod;2;38;8;8;60000
Mirzo Ulugbek;3;70;4;5;47000
Mirzo Ulugbek;3;72;6;9;56000
Mirzo Ulugbek;4;130;2;4;130000
Yakkasaroy;1;30;3;4;26500
Yakkasaroy;3;105;4;10;145000
Yashnobod;4;144;8;8;185000
Yashnobod;2;57;6;9;37000
Yakkasaroy;3;100;5;12;85000
Yunusobod;4;92;5;5;40500
Chilonzor;3;68;2;5;44000
Olmzor;2;56;1;5;32500
Chilonzor;3;82;3;4;70000
Yunusobod;2;63;9;9;43000
Mirobod;2;65;8;8;90000
Yashnobod;2;51;4;4;26500
Sergeli;2;45;4;7;30000
Olmzor;4;130;1;7;129999
Sergeli;3;58;1;7;44000
Yashnobod;3;70;3;5;43000
Yunusobod;4;93;3;4;55000
Olmzor;3;91;3;3;85000
Olmzor;3;76;5;5;39500
Yunusobod;2;54;3;4;40000
Mirobod;3;68;3;4;34000
Yunusobod;3;75;1;4;80000
Mirzo Ulugbek;3;75;3;4;90000
Chilonzor;3;70;4;4;37500
Chilonzor;2;50;2;5;37500
Chilonzor;2;50;2;4;34500
Chilonzor;2;50;4;4;34000
Chilonzor;2;50;4;4;30500
Chilonzor;2;50;2;5;36500
Chilonzor;1;40;2;4;29500
Chilonzor;1;32;4;5;24500
Chilonzor;1;32;2;4;28500
Chilonzor;1;32;3;5;24500
Chilonzor;1;33;4;4;26000
Uchtepa;1;39,38;5;5;27950
Chilonzor;3;80;2;9;59000
Mirzo Ulugbek;3;73;1;4;35192
Uchtepa;1;30;1;4;29400
Yunusobod;3;70;2;4;48000
Yunusobod;2;55;2;5;33500
Mirzo Ulugbek;2;54;5;5;50000
Olmzor;4;100;2;9;53000
Chilonzor;2;44;3;4;33000
Mirzo Ulugbek;5;110;2;4;85000
Chilonzor;2;50;2;4;30500
Olmzor;2;60;2;9;36000
Olmzor;1;40;2;9;26000
Mirzo Ulugbek;3;80;2;4;140000
Mirobod;5;115;4;9;98000
Shayhontohur;2;92;2;9;50000
Shayhontohur;6;341;2;3;250000
Yunusobod;4;115;7;9;68000
Yashnobod;3;78;2;9;75000
Chilonzor;4;91;9;9;72000
Olmzor;3;70;4;4;37000
Chilonzor;3;67;2;4;52500
Uchtepa;1;30;1;4;29500
Chilonzor;2;50;2;4;37500
Sergeli;2;52;1;4;43000
Shayhontohur;5;100;7;9;48000
Yashnobod;2;61;8;9;34000
Shayhontohur;3;77;5;5;45000
Chilonzor;1;30;2;4;27000
Chilonzor;1;30;4;4;25500
Chilonzor;1;30;1;4;25200
Chilonzor;1;30;3;4;22700
Mirobod;3;71;2;9;47000
Shayhontohur;2;55;4;4;40000
Shayhontohur;3;68,41;4;9;56000
Mirobod;2;65;8;8;90000
Yakkasaroy;1;48;6;8;57000
Mirzo Ulugbek;1;20;1;4;17500
Mirobod;3;75;6;9;85000
Mirobod;2;68;3;9;33000
Chilonzor;2;44;5;5;35000
Mirobod;4;93,6;4;4;92500
Mirobod;4;121;5;9;115000
Yunusobod;2;60;7;9;63000
Chilonzor;5;109;3;5;80000
Uchtepa;3;80;4;4;51000
Uchtepa;3;92;4;4;44000
Uchtepa;3;67;3;4;42000
Uchtepa;3;68;2;5;46000
Yakkasaroy;1;43;12;16;33500
Yakkasaroy;2;52;5;5;36200
Yakkasaroy;2;63;1;9;43000
Uchtepa;2;54;3;4;31000
Uchtepa;4;96;4;4;73000
Uchtepa;4;80;5;5;47000
Uchtepa;4;76;1;5;120000
Uchtepa;3;70;4;5;47000
Mirobod;3;135;3;8;88000
Uchtepa;2;54;1;5;52000
Uchtepa;5;120;3;5;120000
Uchtepa;4;86;6;9;68500
Uchtepa;4;78;1;4;56000
Uchtepa;3;72;7;9;58000
Chilonzor;2;47;2;4;32000
Uchtepa;3;98;3;4;66000
Chilonzor;2;58;3;9;40500
Chilonzor;2;60;3;5;33500
Chilonzor;2;60;3;5;35500
Chilonzor;2;50;4;5;33500
Chilonzor;2;50;2;5;34000
Chilonzor;1;36;2;4;26500
Chilonzor;1;36;1;4;26500
Chilonzor;1;32;3;5;25500
Uchtepa;3;65;4;4;43000
Chilonzor;3;70;5;5;40000
Uchtepa;2;46;1;4;38500
Uchtepa;2;50;4;4;32000
Chilonzor;2;50;1;4;43500
Mirobod;2;65;8;9;52000
Chilonzor;2;70;2;4;68000
Chilonzor;2;46;4;4;35000
Chilonzor;1;34;2;4;30500
Uchtepa;2;56;3;4;37000
Uchtepa;2;46;1;5;28500
Shayhontohur;2;46;9;9;37000
Chilonzor;3;71;2;4;43000
Mirzo Ulugbek;2;54;5;5;50000
Mirobod;3;135;3;9;88000
Chilonzor;2;47;4;4;35000
Mirobod;4;100;8;9;95000
Chilonzor;5;104;2;5;63000
Chilonzor;1;42;2;5;31000
Chilonzor;2;62;8;9;37000
Mirobod;3;65;4;4;35000
Chilonzor;2;50;4;4;33000
Mirobod;4;116;9;9;75000
Yakkasaroy;4;92;6;9;120000
Chilonzor;3;100;2;9;73000
Yakkasaroy;2;58;5;5;46000
Chilonzor;3;65;4;4;53000
Chilonzor;3;56;1;4;41000
Chilonzor;1;34;2;4;29000
Chilonzor;2;49;1;4;37000
Chilonzor;2;52;2;4;36500
Chilonzor;2;50;1;4;34000
Chilonzor;2;59;5;9;36000
Chilonzor;3;64;6;9;25000
Chilonzor;3;67;1;4;48000
Chilonzor;4;80;3;5;74000
Chilonzor;4;116;4;4;120000
Chilonzor;3;110;4;9;70000
Mirzo Ulugbek;1;27;5;5;23000
Mirobod;3;90;1;9;85000
Chilonzor;2;50;2;4;30500
Yunusobod;3;80;7;9;49500
Mirzo Ulugbek;2;60;1;4;39000
Yunusobod;3;71;5;9;68000
Uchtepa;2;49;4;9;37000
Mirzo Ulugbek;3;80;4;5;45000
Uchtepa;3;67;4;4;34900
Mirzo Ulugbek;4;95;5;5;46000
Mirzo Ulugbek;3;66;3;4;56000
Chilonzor;1;30;4;4;27000
Uchtepa;1;33;2;5;23000
Chilonzor;2;55;1;4;47300
Chilonzor;2;46;3;4;34000
Chilonzor;2;48;1;4;40000
Mirzo Ulugbek;4;87;8;9;40500
Chilonzor;2;54;1;4;43000
Uchtepa;3;65;4;4;42800
Shayhontohur;3;72;2;9;58500
Chilonzor;5;110;1;5;160000
Uchtepa;2;42;3;5;32500
Chilonzor;3;68;4;4;48500
Chilonzor;3;68;1;4;58500
Mirzo Ulugbek;3;75;7;9;39500
Uchtepa;1;38;5;5;23000
Uchtepa;3;66;3;5;53000
Uchtepa;3;72;5;5;43000
Uchtepa;3;60;5;5;33500
Yakkasaroy;2;62;3;5;39000
Mirzo Ulugbek;3;70;3;4;47000
Uchtepa;4;84;5;5;48000
Uchtepa;2;52;3;5;35000
Chilonzor;1;30;2;4;25500
Chilonzor;4;78;4;4;55500
Chilonzor;5;150;4;4;100000
Uchtepa;4;76;2;5;69000
Uchtepa;4;74;1;5;52500
Chilonzor;2;44;3;3;31000
Uchtepa;3;70;5;5;44000
Uchtepa;2;58;5;5;33000
Uchtepa;4;80;4;5;53000
Uchtepa;4;76;3;5;69000
Yashnobod;4;90;3;4;60000
Uchtepa;4;80;4;5;47500
Chilonzor;2;42;2;5;40000
Chilonzor;4;112;3;4;118000
Yashnobod;3;70;2;4;36500
Yunusobod;5;135;2;9;82000
Chilonzor;2;52;5;5;36000
Chilonzor;4;80;4;5;65000
Shayhontohur;4;90;3;4;53000
Mirzo Ulugbek;2;60;5;5;37500
Yunusobod;2;52;4;5;37000
Mirzo Ulugbek;4;110;1;9;52000
Yakkasaroy;4;96;2;9;67000
Yashnobod;2;50;2;4;31000
Mirzo Ulugbek;4;92;4;4;52000
Shayhontohur;3;105;4;7;128000
Chilonzor;3;68;4;4;35000
Chilonzor;3;75;5;9;50000
Yunusobod;3;67;5;5;40000
Mirzo Ulugbek;3;118;3;5;95000
Mirobod;3;85;5;9;74000
Yunusobod;2;55;3;4;48000
Mirobod;2;70;4;7;69000
Shayhontohur;3;80;4;7;57500
Mirzo Ulugbek;3;105;4;4;87000
Olmzor;1;43;3;9;25000
Yakkasaroy;5;211;8;9;190000
Chilonzor;2;65;1;5;41000
Chilonzor;2;50;2;5;36500
Chilonzor;2;50;4;4;33500
Chilonzor;2;45;2;5;37000
Chilonzor;2;50;3;4;30500
Chilonzor;1;42;6;9;26500
Chilonzor;1;40;1;4;25500
Chilonzor;1;42;4;4;25000
Mirzo Ulugbek;3;80;3;4;103000
Mirzo Ulugbek;2;65;4;12;52500
Shayhontohur;3;72;6;9;57000
Yashnobod;3;70;4;4;37500
Yashnobod;1;18;1;4;10500
Mirobod;5;117;1;9;136000
Uchtepa;1;41;3;5;26000
Yunusobod;4;110;7;9;69000
Chilonzor;2;52;3;4;32300
Chilonzor;3;66;5;5;40000
Mirobod;4;110;9;9;70500
Shayhontohur;3;95;2;9;50000
Mirzo Ulugbek;5;191;8;9;150000
Yashnobod;1;26;1;4;19000
Olmzor;4;74,07;4;4;44000
Sergeli;1;24;2;2;15500
Yunusobod;1;45;4;4;27000
Uchtepa;3;105;5;6;85000
Uchtepa;3;70;2;4;47000
Chilonzor;1;50;3;4;33000
Uchtepa;3;80;11;12;44000
Uchtepa;2;48;6;9;42000
Uchtepa;3;58;4;5;43000
Shayhontohur;2;60;1;4;45000
Mirzo Ulugbek;1;38;4;4;21000
Shayhontohur;3;63;1;2;65000
Yakkasaroy;2;49;4;5;36000
Olmzor;5;100;3;4;57000
Yunusobod;3;110;2;8;165000
Yakkasaroy;1;22;2;9;27000
Mirzo Ulugbek;3;120;3;5;125000
Mirobod;3;157;8;9;105000
Yakkasaroy;1;47;7;16;34000
Chilonzor;2;48;4;4;42000
Yashnobod;4;97;6;9;95000
Yashnobod;4;92;4;9;53000
Chilonzor;3;60;2;4;45000
Chilonzor;1;34;1;5;29000
Yakkasaroy;5;116;3;9;87000
Uchtepa;2;48;3;4;41000
Uchtepa;2;50;2;4;35000
Yashnobod;2;48;3;4;28000
Chilonzor;2;46;4;4;47000
Yunusobod;3;70;2;4;51000
Uchtepa;3;70;3;9;42500
Mirzo Ulugbek;3;85;8;9;58000
Yakkasaroy;3;82;4;4;75000
Uchtepa;2;56;2;4;37000
Shayhontohur;4;85;3;4;53000
Mirobod;2;59;4;4;24000
Olmzor;2;58;5;9;28000
Chilonzor;2;48;2;4;37000
Sergeli;2;43;4;7;34000
Mirzo Ulugbek;3;70;3;4;38500
Yunusobod;4;130;4;9;95000
Shayhontohur;4;88;2;9;78000
Shayhontohur;2;68;6;9;68000
Mirzo Ulugbek;2;48;4;4;27394
Yakkasaroy;3;96;1;7;96000
Mirzo Ulugbek;2;48;4;4;26829
Sergeli;3;55;6;7;40500
Yashnobod;1;48;6;6;18385
Mirzo Ulugbek;2;60;5;5;36000
Mirzo Ulugbek;3;61;1;4;120000
Chilonzor;1;30;1;4;26500
Chilonzor;3;64;3;3;39500
Chilonzor;1;30;3;4;26000
Uchtepa;4;80;2;4;60000
Chilonzor;3;68;5;5;43000
Chilonzor;3;68;4;4;40000
Uchtepa;3;76;3;9;63000
Olmzor;3;67;1;4;51000
Uchtepa;3;65;2;4;43000
Uchtepa;2;56;6;9;39500
Uchtepa;2;60;1;9;46000
Uchtepa;2;63;3;4;41000
Chilonzor;3;68;4;4;35500
Chilonzor;1;26;4;5;26100
Chilonzor;2;50;2;4;34500
Chilonzor;2;50;3;5;35500
Chilonzor;1;42;4;5;27000
Chilonzor;1;36;2;5;25500
Chilonzor;1;40;4;4;24500
Uchtepa;2;58;4;5;33000
Chilonzor;2;63;4;4;48500
Chilonzor;3;75;3;4;51000
Mirobod;4;97;12;16;82500
Chilonzor;2;62;2;4;42000
Chilonzor;3;90;3;4;122000
Chilonzor;3;70;7;9;39500
Chilonzor;2;42;4;4;31500
Chilonzor;2;75;6;9;75000
Uchtepa;3;70;4;9;68000
Shayhontohur;4;85;2;5;61001
Chilonzor;3;93;4;4;73500
Chilonzor;5;124;7;8;90000
Chilonzor;3;98;9;9;45000
Shayhontohur;3;72;8;9;69000
Chilonzor;3;70;4;4;47000
Uchtepa;2;40;2;4;36000
Shayhontohur;1;38;2;5;28500
Shayhontohur;1;30;3;4;23000
Chilonzor;4;80;5;5;43000
Shayhontohur;5;163;3;4;95000
Chilonzor;3;68;2;2;37000
Chilonzor;4;100;2;9;105000
Chilonzor;3;70;2;4;38000
Chilonzor;2;60;3;4;42000
Shayhontohur;3;75;2;4;49000
Chilonzor;2;47;4;4;30500
Shayhontohur;3;78;3;5;65000
Chilonzor;1;35;3;4;24500
Mirobod;3;120;5;10;175000
Chilonzor;3;72;8;9;66000
Yunusobod;2;61;2;5;42000
Chilonzor;5;120;1;9;76000
Uchtepa;4;94;3;9;65000
Chilonzor;2;63;7;9;48000
Mirzo Ulugbek;3;86;5;5;42000
Uchtepa;3;70;4;4;44000
Uchtepa;3;70;3;4;47500
Uchtepa;3;72;8;9;43000
Uchtepa;3;70;2;4;52500
Uchtepa;2;44;4;4;33000
Uchtepa;4;80;1;5;70000
Uchtepa;4;80;5;5;50000
Uchtepa;4;110;2;5;63000
Shayhontohur;3;90;9;12;51000
Uchtepa;4;100;1;4;60000
Uchtepa;3;70;2;4;85000
Uchtepa;3;82;1;12;82000
Uchtepa;1;44;2;4;29000
Uchtepa;3;82;7;12;46500
Chilonzor;3;65;9;9;37500
Mirzo Ulugbek;3;100;6;6;84000
Yunusobod;2;60;4;4;40000
Uchtepa;3;60;5;5;36000
Shayhontohur;4;140;1;8;170000
Uchtepa;2;54;2;9;35000
Uchtepa;2;50;1;4;34000
Sergeli;3;78;6;9;41000
Yakkasaroy;4;100;9;9;50000
Uchtepa;2;45;4;4;31000
Shayhontohur;3;69;4;9;60000
Mirzo Ulugbek;2;65;1;9;50000
Uchtepa;1;39;2;4;32000
Mirobod;4;160;4;9;196000
Yakkasaroy;3;78;6;8;115000
Mirzo Ulugbek;2;62;6;9;52000
Chilonzor;2;50;3;4;37000
Uchtepa;4;80;2;5;57000
Uchtepa;3;72;6;9;42000
Uchtepa;2;69;5;5;39000
Uchtepa;4;84;5;5;50000
Uchtepa;4;98;2;5;85000
Chilonzor;4;98;4;4;52000
Chilonzor;4;150;6;9;125000
Uchtepa;3;82;5;9;40000
Chilonzor;3;100;4;4;85000
Uchtepa;4;74;4;4;53000
Uchtepa;4;73;3;4;66200
Shayhontohur;4;90;7;9;95000
Uchtepa;5;128;1;9;85000
Uchtepa;5;106;2;5;68000
Yunusobod;2;50;3;4;42000
Yunusobod;1;40;4;5;31200
Uchtepa;2;51;1;5;24200
Uchtepa;2;51;2;4;25200
Yunusobod;2;50;4;5;40200
Uchtepa;3;67;4;4;34200
Chilonzor;1;30;3;4;21200
Yakkasaroy;4;95;12;16;47500
Yakkasaroy;2;55;7;12;37000
Mirobod;3;85;3;9;82000
Yakkasaroy;2;51;3;4;34200
Chilonzor;1;30;2;4;21000
Yakkasaroy;2;55;3;4;33200
Chilonzor;3;67;2;4;33200
Chilonzor;3;67;3;4;33200
Chilonzor;3;65;3;5;35200
Chilonzor;1;30;3;4;20200
