Gap,Class
Kecha murakkab masalani yechdim va o‘zimni haqiqiy professionaldek his qildim.,1
Sayohat davomida notanish insonlar bilan tanishdim va ular menga yangi dunyoqarash berdi.,1
"Har kuni yangi narsa o‘rganayotganimni his qilish, hayotimni mazmunli qiladi.",1
Do‘stlarim bilan vaqt o‘tkazish — bu mening energiyamni to‘ldiradigan eng yaxshi daqiqalar.,1
Kechagi loyiha ustida ishlash paytida texnik muammolar yuzaga keldi va barcha sa’y-harakatlarim behuda ketdi.,-1
"Shuncha harakat qilib, erishgan natijam kutilganidan past bo‘lgani ruhiy tushkunlikka olib keldi.",-1
"Atrofimdagi odamlarning samimiy emasligini anglash, menga qattiq ta'sir qildi.",-1
"So‘nggi vaqtlarda o‘z maqsadlarimni yo‘qotib qo‘ygandek his qilyapman, bu juda og‘ir.",-1
Yig‘ilgan qarzlarni o‘z vaqtida to‘lay olmaganim sababli juda katta bosim ostidaman.,-1
"Yangi loyiha ustida ishlashni boshladim, hozircha vaziyatni tahlil qilish bilan bandman.",0
"Ertalab soat oltida uyg‘onib, odatdagidek ishlarimni rejalashtirib chiqdim.",0
"Bugungi darslarda murakkab mavzular tushuntirildi, lekin tushunish uchun yana vaqt kerak bo‘ladi.",0
Xona o‘rtasidagi jimjitlikni faqat soatning tinimsiz tikkillashi buzib turardi.,0
"Men yaqinda yangi texnologiyani o‘rganishni boshladim, ammo hali bir qarorga kelmadim",0
"Otabekning dili xotirjam, ko‘ngli mamnun edi.""",1
"""Yusufbek hoji hammasidan rozi, o‘g‘lining xulqi va aqli bilan faxrlanardi.""",1
"""Kumushning har bir so‘zida Otabek uchun umid va sevgining nuri bor edi.""",1
"Qo‘shinning talvasasi va darg‘azab qichqiriqlari quloqni qomatga keltirdi.""",-1
"""Kumushning ko‘zidagi yoshlar, dard va iztirob so‘zsiz edi.""",-1
"""Bunday yovuzlikni hech kim kutmagan edi, bu haqiqiy halokat edi.""",-1
"Otabek erta tongda uyg‘onib, har doimgidek hovliga chiqdi.""",0
"""Bu kech kuzning bir sokin kuni edi.""",0
"""Xonning yurtga yuborgan farmoni ko‘pchilikni qiziqtirdi.""",0
"Otabek ko‘zlarida o‘zining avvalgi xatolaridan saboq olgan, lekin endi faqat kelajakka intilgan o‘zgacha bir nigoh bor edi.""",1
"Jamila aqlu tafakkuri bilan ko‘plab muammolarni hal qilar, lekin uning har bir harakati ichki dunyosining sof va pokligini ifodalardi.""",1
"Ushbu o‘zgacha dunyoda, har bir kishi o‘zining qadrini tushunib, tinchlik va barqarorlikni saqlashga intiladi.",1
"""O‘sha andakda u qizning har bir so‘zi uning yuragidagi iztirobni yengillashtirishga yordam berdi.",1
"Otabekning ichidagi qorong‘u tuyg‘ular hech qachon yengilmagan, har bir kecha ularni boshidan kechirgan bo‘lsa-da, o‘zini anglashda davom etdi",-1
Yurtning azob-uqubatlari va insonlarning salbiy his-tuyg‘ulari hamma joyda o‘zining qorong‘u izlarini qoldirgan edi,-1
"Shu qadar kuchli va ulug‘vor bo‘lgan insonlar ham o‘zining ichki dahshatlariga qarshi kurasha olishmagan, bu juda achinarli holat edi.",-1
"Qahramonning ichki bo‘linishi, har bir qarori va tanlovi qiyin bo‘lgan, eng oxirida u faqat tasodifga ishonishga majbur bo‘ldi.",1
"U kunlar shunchaki o‘tib ketdi, lekin har bir xotira o‘sha davrning mazmunini o‘zida aks ettirardi",1
"Jamilaning hayoti oddiy va sodda bo‘lsa ham, uning ichki dunyosidagi nurlarni anglashga har bir inson intilardi",1
Kechqurun so‘nggi bir necha soat mobaynida u faqat o‘zining ichki kechinmalariga sho‘ng‘idi.,1
"O‘sha kunlar uning uchun nihoyatda o‘xshash, hamma narsa o‘zining o‘rtacha tartibida davom etayotganini his qilar edi.",1
"Uning ko‘zlarida sevgi va fidoyilikni birlashgan har bir qarashida, butun dunyo uchun beg‘uborlik va ehtiros bor edi.",-1
"Qahramonning qalbi tinch edi, chunki u doimo o‘zining yaxshi niyatlari va to‘g‘ri yo‘llariga ishongan.",-1
"Yangi boshlanayotgan hayot, o‘zgarishlar va yangiliklar bilan to‘la bo‘lishi kerak, chunki faqatgina shu holatda odam o‘zini topa oladi",-1
"O‘sha zamonlarning go‘zalligi shundaki, odamlar bir-biriga samimiy yordam berishar, har qanday qiyinchilikni birgalikda yengib o‘tar edilar",-1
Sohibqiron o‘zining aql-idroki va dono qarorlari bilan hamma odamlarni ilhomlantirgan va ularni yaxshilikka undagan.,-1
"O‘sha kechada, har bir qadamni bosganda, yurakdagi qo‘rquv va noxushlik o‘zini sezdirib turardi, hech kim kelajakka umid bilan qaray olmas edi",0
"Yurakdagi alamlar har bir so‘zda, har bir qarorda o‘z izini qoldiradi, va bular hech qachon unutib bo‘lmaydi.""",0
"Insonning hayotidagi eng og‘ir vaqtlar o‘sha paytlardirki, u o‘zining yakkaligi va yolg‘izligini his qilganda, butun dunyo unga begona bo‘lib qoladi.",0
"Ularning hayoti nafaqat tashqi dunyo bilan, balki ichki kurashlar bilan ham to‘la edi; har bir qaror, har bir harakatning salbiy oqibatlari bo‘lishi mumkin edi",0
"Ko‘pincha odamlar o‘z his-tuyg‘ularini boshqa hech kimga ko‘rsatolmaydi, chunki ular o‘zlarini eng yomon holatda his qilishadi.",0
"Bugun quyosh charaqlab turibdi, havo juda yoqimli.",1
"Kecha o‘qishdan a'lo baho oldim, juda xursandman.",1
Yangi ish boshladim va hammasi rejadagidek ketyapti,1
"Hamma narsalar joyida, hayotimdan mamnunman!",1
"Havo juda sovuq va yoqimsiz edi, tashqariga chiqishni xohlamadim",1
"Ishlarim kutilganidek yaxshi chiqmadi, kayfiyatim buzildi.",-1
"Kecha biror narsaga erisha olmadim, o‘zimni yomon his qilyapman.",-1
Yolg‘izlikni his qilish juda og‘ir.,-1
"Bir necha bor urinishlarga qaramay, muvaffaqiyatga erisha olmadim.",-1
"Bugungi uchrashuvda boshlig‘imiz hamma xodimlarni mukofotlashga qaror qildi, bu barchaga katta motivatsiya berdi.",1
"O‘qishni muvaffaqiyatli tugatganidan keyin, u orzu qilgan ishiga kirish imkoniyatiga ega bo‘ldi.""",1
Oila a’zolarining qo‘llab-quvvatlovi tufayli uning barcha rejalari amalga oshdi,1
"Yozning ilk tongi shunday yoqimli edi, quyosh nurlari dalalarni porlatib turardi.""",1
"U o‘z qobiliyatini namoyish etib, xalqaro tanlovda birinchi o‘rinni egalladi.",1
"Bolalar yangi bog‘ni ochilish marosimida quvonch bilan ishtirok etishdi, chunki u ularning orzusi edi.",1
"Hayotda doimo ijobiy tomonni ko‘rgan odam, barcha muammolarni yengib o‘tadi",1
"O‘zbekistonning jamoasi bugungi o‘yinda raqibni 3:0 hisobida yengdi, bu butun xalq uchun katta g‘alaba bo‘ldi.",1
"""Do‘stlarim bilan vaqt o‘tkazish har doim ruhiyatimni ko‘taradi va menga kuch bag‘ishlaydi.""",1
"""Bu yil mo‘l hosil yig‘ildi va barcha dehqonlar buni bayram bilan nishonlashdi.""",1
"""Uning noto‘g‘ri qarori butun loyihaning muvaffaqiyatsizligiga olib keldi.""",-1
"""Yaqinda boshlangan iqtisodiy inqiroz ko‘plab oilalarning hayotiga salbiy ta’sir ko‘rsatdi.""",-1
"""Qisqa muddatli tayyorgarlik sababli, jamoa tanlovda qoniqarli natija ko‘rsata olmadi.""",-1
"""Shamol kuchaygani sabab, bog‘dagi barcha daraxtlarning novdalari sinib ketdi.""",-1
"""Ishxonadagi keskinlik tufayli, xodimlar o‘z vazifalarini bajara olmay qolishdi.""",-1
"""Uning sustkashligi o‘zini va boshqa jamoa a’zolarini qiyin ahvolga solib qo‘ydi.""",-1
"""Shahar markazidagi katta tirbandlik sabab odamlar o‘z vaqtida ishga yetib borolmadi.""",-1
"""Qo‘shnilar o‘rtasidagi tortishuv kundan-kunga keskinlashib, muammo kattalashib bormoqda.""",-1
"""Uning darslarga kechikishi o‘qituvchilar bilan munosabatini buzdi.""",-1
"""Bugun elektr ta’minotidagi uzilishlar butun tumandagi ishlab chiqarishga zarar yetkazdi.""",-1
"Bugun erta tongda ish boshlanib, barcha xodimlar o‘z vazifalarini bajarishga kirishdi.""",0
"""Bahor oylarida ob-havo tez-tez o‘zgarib, kun qaysi yo‘nalishda davom etishini oldindan bilib bo‘lmaydi.""",0
"""Do‘kon soat 9:00 da ochilib, odatdagidek mijozlarga xizmat ko‘rsatishni boshladi.""",0
"""O‘quvchilar darsdan keyin yangi loyihani muhokama qilish uchun yig‘ilishdi.""",0
"""Avtobus belgilangan jadval bo‘yicha soat 10:15 da manzilga yetib bordi.""",0
"""Shahar markazidagi restoran odatdagidek mehmonlarni kutib olish uchun tayyor edi.""",0
"""Ertalab nonushta vaqtida uyda odatiy sokinlik hukm surar edi.""",0
"""Bugun bog‘da obodonlashtirish ishlari olib borilib, ortiqcha chiqindilar yig‘ildi.""",0
"""Yozning oxirgi kunlarida havo iliqligi har doimgidek yoqimli edi.""",0
"Do‘stlar suhbatda vaqtni qanday o‘tganini sezmay, uzoq vaqt gaplashib o‘tirishdi.""",0
"Uning mehnatsevarligi va fidoyiligi butun jamoaga ilhom berdi, natijada barcha maqsadlar amalga oshdi.""",1
"""Har bir yangi boshlanadigan kun o‘zida yangi imkoniyatlarni olib keladi va odamlar ulardan unumli foydalanishadi.""",1
"""Yangi yil boshlanishi bilan har bir odam o‘zining orzulariga yanada yaqinlashdi.""",1
"""Oila a’zolari birgalikda vaqt o‘tkazishning ahamiyatini juda yaxshi tushunishadi va bu ularni yanada yaqinlashtiradi.""",1
"""Har bir o‘quvchi o‘zining eng yaxshi natijalariga erishishga intiladi va bu ularning kelajagiga katta ta’sir ko‘rsatadi.""",1
"""Shaharni yanada go‘zal qilish uchun ko‘plab insonlar mehnat qilmoqda, bu esa barcha uchun quvonchli bo‘ladi.""",1
"""Ularning orzu qilgan mahsuloti bozorga chiqarildi va bu butun jamoa uchun g‘alaba bo‘ldi.""",1
"""Ushbu yangiliklar faqatgina odamlarning hayotini yaxshilabgina qolmay, ular orasida ham hurmat va do‘stlikni mustahkamladi.""",1
"""Barcha xodimlarning birgalikdagi ishlari, jamoaviy ruh va mehnat harakatlari tomonidan amalga oshirilgan.""",1
"""Yozning issiq kunlarida barcha tabiatning go‘zalligi bilan to‘la bo‘lgan.""",1
"""O‘quvchilar yangi kitobni o‘qib, o‘z bilimlarini yanada kengaytirishdi.""",1
"""Uning qarori barcha uchun foydali bo‘ldi va ular yanada muvaffaqiyatli ishlay boshladilar.""",1
"""O‘zgartirishlar, kichik bo‘lsa ham, odamlarning hayotini yaxshilashga yordam beradi.""",1
"""Har bir qadam yangi imkoniyatlarga yo‘l ochadi, va bu hayotning eng go‘zal jihatlaridan biridir.""",1
"""Uning bilimlari va tajribasi jamoaga katta yordam berib, muvaffaqiyatga olib kelgan",1
"Yangi loyiha boshlanishi bilan bir nechta muammolar yuzaga keldi va bu jamoaning ishiga salbiy ta’sir ko‘rsatdi.""",-1
"""Kecha kechqurun kuchli yomg‘ir yog‘ib, shahar markazida transport muammolarini keltirib chiqardi.""",-1
"""Ishdagi omadsizliklar ularning kelajagini belgilab berdi va bularni tuzatish juda qiyin bo‘ldi.""",-1
"""Yangi boshlanayotgan iqtisodiy krizis har bir odamning hayotiga salbiy ta’sir o‘tkazdi.""",-1
"""Ularning suhbatlari nafaqat tartibsizliklarga, balki do‘stlikni yo‘qotishga olib keldi.""",-1
"""Tashqi muhitning o‘zgarishi, o‘zgaruvchan ob-havo sharoitlari, ularga qat’iy salbiy ta’sir ko‘rsatdi.""",-1
"""Hamma narsaga qaramay, jamoaning bir qismi o‘zini tushunmagan va salbiy fikrlarni bildirgan.""",-1
"""Kelajakda bunday xatoliklar takrorlanmasligi uchun jiddiy chora-tadbirlar ko‘rildi.""",-1
"""Uning kechikishlari ishlashni murakkablashtiradi va jamoadagi boshqaruvni yomonlashtiradi.""",-1
"""O‘tgan yilda ko‘plab salbiy o‘zgarishlar yuz berdi, bu hamma narsani yanada murakkablashtirdi.""",-1
"""Jamoa o‘zining murakkab holatini yengib o‘tolmaydi, chunki o‘zaro noaniqliklar va tushunmovchiliklar mavjud.""",-1
"""Ba’zi odamlarning noto‘g‘ri qarorlari kompaniyaning rivojlanishiga to‘sqinlik qilmoqda.""",-1
"""Shahar markazidagi ba’zi muammolarni hal qilish uchun ko‘proq vaqt va resurslar kerak.""",-1
"""G‘azab va noroziliklar ko‘plab aloqalarni buzdi, bu esa ishni qiyinlashtiradi.""",-1
"""Jamoa ichidagi kelishmovchiliklar va noaniqliklar, boshqaruvdagi ishonchsizlikni keltirib chiqardi.""",-1
"""Bugun ertalab ish boshlanishi bilan, barcha xodimlar o‘z vazifalarini bajarishga kirishdi.""",0
"""Shahar markazidagi yangi qurilma qurilishi boshlanadi va ishlar rejalashtirilgan tartibda davom etadi.""",0
"""Avtobuslar belgilangan soatlarda harakatlanadi, ammo ba’zida kechikishlar yuz beradi.""",0
"""Yangi loyiha ustida ishlash davom etmoqda, har bir bosqichda qo‘shimcha ma’lumotlar olinadi.""",0
"""Ko‘plab odamlar yangi xizmatni sinab ko‘rishdi, ammo ba’zi fikrlar aralashdi.""",0
"""Bugungi seminar muvaffaqiyatli o‘tkazildi, lekin qatnashuvchilar soni past bo‘ldi.""",0
"""Yangi mahsulot bozorga chiqarildi, ammo uni hali ko‘pchilik sinab ko‘rmagan.""",0
"""Sahna tayyorlanmoqda, ammo ba’zi kichik o‘zgarishlar hali amalga oshirilgan emas.""",0
"""Jamoa o‘zining harakatlarini muhokama qilmoqda, kelajakda ular to‘g‘ri qarorlar qabul qilishi kutilmoqda.""",0
"""Bugun sizning fikr-mulohazalaringizni tinglab, quyidagi masalalar haqida qaror qabul qilamiz.""",0
"""Shaharni obodonlashtirish uchun yangi reja ishlab chiqildi, lekin uning amalga oshirilishi uzoq vaqt oladi.""",0
"""Xodimlar yangi tizimni sinab ko‘rishdi va u bir nechta muammolarni keltirib chiqardi.""",0
"""Dars davomida o‘quvchilarning hammasi faqat bir-biriga qarab turishdi, ammo faol qatnashishdi.""",0
"""O‘rganish jarayonida ba’zi tushunmovchiliklar bo‘lishi mumkin, lekin ular tezda hal qilinadi.""",0
"""O‘qish va ish o‘rtasida balansni saqlash uchun ko‘plab odamlar qo‘shimcha vaqt ajratishmoqda.""",0
"""Uning mehnati va fidoyiligi butun jamoaga ilhom berdi, natijada loyiha muvaffaqiyatli yakunlandi.""",1
"""O‘quvchilar yangi mavzuni tezda o‘zlashtirib, bilim darajalarini oshirdi.""",1
"""Ishdagi muvaffaqiyatlari tufayli u tez orada katta lavozimga tayinlandi.""",1
"""Shaharni obodonlashtirish ishlari davomida ko‘plab ko‘kalamzorlar yaratildi.""",1
"""Do‘stlar bilan birgalikda har bir dam olish kunini yangi joylarni kashf qilishga sarfladik.""",1
"""Yangi yil bayrami butun oila uchun quvonchli va esda qolarli bo‘ldi.""",1
"""Uning orzusi amalga oshdi va u dunyoning eng yaxshi universitetida o‘qishga kirdi.""",1
"""O‘zgartirishlar loyihaning samaradorligini oshirdi va barcha ishlar o‘z vaqtida bajarildi.""",1
"""Boshqa kompaniyalar bilan amalga oshirilgan hamkorlik, yangi biznes imkoniyatlarini yaratdi.""",1
"""Bu yilgi hosil yaxshi o‘sdi va dehqonlar barcha ishlarini muvaffaqiyatli yakunlashdi.""",1
"""O‘quvchilarning faolligi va intilishlari natijasida darslar samarali o‘tmoqda.""",1
"""Boshqa davlatlar bilan o‘rnatilgan hamkorlik kelajakda yanada katta muvaffaqiyatlar keltiradi.""",1
"""Shahar markazidagi bog‘lar va ko‘chalar ko‘rkam holga keltirildi.""",1
"""Yangi mahsulot bozorda katta qiziqish uyg‘otdi va kompaniya savdolarini oshirdi.""",1
"""Shaxsiy taraqqiyotga erishish uchun turli trening va seminarlar tashkil etildi.""",1
"""Oila a’zolarining birlashgan sa’y-harakatlari barcha qiyinchiliklarni yengib o‘tishga yordam berdi.""",1
"""Sport musobaqasida yutqazgan bo‘lsak ham, do‘stlar bilan vaqt o‘tkazishdan katta baxt topdik.""",1
"""Ishchilarni o‘qitish va ularning mahoratini oshirish kompaniya muvaffaqiyatiga hissa qo‘shdi.""",1
"""Boshqa davlatlar bilan amalga oshirilgan dasturlar ko‘plab yangi imkoniyatlar yaratdi.""",1
"""Yangi texnologiyalarni joriy qilish butun jarayonni ancha soddalashtirdi.",1
"Kechagi yomg‘ir tufayli yo‘llarda suv to‘planib, transport harakati sekinlashdi.""",-1
"""Kompaniyada yuzaga kelgan moliyaviy inqiroz, ko‘plab ish o‘rinlarini qisqartirishga olib keldi.""",-1
"""Ishdagi ortiqcha yuk tufayli xodimlar o‘z vazifalarini to‘liq bajara olishmayapti.""",-1
"""Boshqa jamoa bilan hamkorlik qilishda ba’zi muammolar yuzaga keldi, bu ishning kechikishiga olib keldi.""",-1
"""O‘quvchilarning kamchiliklari sababli, darslar kechiktirildi va natijada baholar past bo‘ldi.""",-1
"""Maqsadli loyiha uchun zarur bo‘lgan resurslar yetishmasligi loyihaning to‘xtashiga olib keldi.""",-1
"""Kundalik stress va xavotirlar odamlarning ishini yomonlashtiradi, natijada ularning samaradorligi pasaymoqda.""",-1
"""Kompaniyada yuzaga kelgan ichki qarama-qarshiliklar ishning kechikishiga olib keldi.""",-1
"""Shahar markazidagi qurilish ishlaridan sabab, odamlar kechikib ishlarga yetib borishmoqda.""",-1
"""Yangi boshlanayotgan iqtisodiy inqiroz o‘zgarishlarga to‘sqinlik qilmoqda, bu hammasiga zarar keltiradi.""",-1
"""Loyihani amalga oshirishda yuzaga kelgan xatoliklar, uning muvaffaqiyatsiz yakunlanishiga olib keldi.""",-1
"""O‘quvchilarning pasaygan intilishi darslarning samaradorligini kamaytirdi.""",-1
"""Boshqaruvdagi xatoliklar natijasida kompaniyaning kelajagi xatar ostiga qo‘yildi.""",-1
"""Yaqinda yuzaga kelgan texnik nosozliklar tufayli loyiha o‘z vaqtida tugallanmaydi.""",-1
"""Do‘stlar o‘rtasidagi tushunmovchiliklar munosabatlarni murakkablashtirdi.""",-1
"""Kechikkan etkazib berish xizmatlari kompaniyaning obro‘sini pasaytirdi.""",-1
"""Suhbatda yuzaga kelgan tafovutlar do‘stlikni yo‘qotishga olib keldi.""",-1
"""Salbiy fikrlar o‘zaro munosabatlarni buzib, hamkorlikni qiyinlashtirdi.""",-1
"""Ishda yuzaga kelgan noqulayliklar va kechikishlar jamoani ruhiy jihatdan zaiflashtirdi.""",-1
"""Ob-havo sharoitlari tufayli rejalashtirilgan tadbirni amalga oshirish imkoniyati bo‘lmadi.""",-1
"Bugun ishxonada odatdagi tartib bo‘yicha ishlar davom etmoqda.""",0
"""O‘quvchilar yangi kitobni olishdi, lekin uni o‘qish boshlanmagan.""",0
"""Yangi telefonni sotib olish uchun do‘konga tashrif buyurildi.""",0
"""So‘nggi darslar davomida talabalar o‘z bilimlarini amaliyotda qo‘llashdi.""",0
"""Shahar markazidagi ko‘chalar odatdagidek tiqilib turar edi.""",0
"""Do‘kondan yangilangan mahsulotlar olib kelindi, ammo ular hali sotuvga chiqarilmadi.""",0
"""Dastur ishlab chiqilmoqda, lekin hali yakunlanmagan.""",0
"""Ishga yangi odamlar qabul qilindi, lekin ularning ishga tushirish jarayoni davom etmoqda.""",0
"""Yangi yil bayramiga tayyorgarlik boshlandi, lekin tashkilotchilar hali aniq rejalarni tuzmagan.""",0
"""Barchaning kutgan yangi loyiha boshlandi, lekin yakuniy natijalar hali ko‘rsatilmagan.""",0
"""Kecha uyda tinch kun o‘tkazildi, lekin hech qanday maxsus voqea bo‘lmadi.""",0
"""O‘qish davomida ba’zi savollar yuzaga keldi, ammo ular hali hal qilinmagan.""",0
"""Hozirgi vaqtda faqat texnik ishlar bajarilmoqda, lekin umumiy loyiha hali yakunlanmagan.""",0
"""Bugun darslar odatiy tarzda o‘tkazildi, lekin o‘quvchilar hali to‘liq mavzuni o‘zlashtirishmagan.""",0
"""Ishchilarga yangi qayta tayyorlash kurslari taqdim etildi, lekin ular hali boshlanmagan.""",0
"""Yangi texnologiyalar sinovdan o‘tkazildi, lekin ular hali to‘liq joriy qilinmagan.""",0
"""Bugun kompaniyada umumiy yig‘ilish bo‘ldi, ammo hech qanday yangi ma’lumot berilmadi.""",0
"""Suhbat davomida har bir kishi o‘z fikrlarini bildirdi, lekin hali umumiy qaror qabul qilinmagan.""",0
"""Kechagi tartibda ko‘plab ishlar amalga oshirildi, lekin ular hali to‘liq yakunlanmagan.""",0
"""Ko‘chada ko‘plab odamlar bor edi, lekin ular hech qanday aniq maqsadda to‘planmadi.""",0
"""Uning mehnatiga qoyil qolish kerak, chunki u har doim eng yaxshi natijalarga erishadi.""",1
"""Yangi loyiha boshlanishi bilan barcha xodimlar birgalikda ishlashga intildilar.""",1
"""O‘quvchilar o‘z bilimlarini har kuni yangi narsalar bilan boyitmoqdalar.""",1
"""Bugungi kechki tadbir juda quvnoq va foydali o‘tdi, barcha mehmonlar mamnun bo‘ldi.""",1
"""Jamoaviy ishlarning muvaffaqiyati hamma ishtirokchilarning mehnatiga bog‘liq.""",1
"""Shaharni obodonlashtirish ishlari yangi ko‘kalamzorlar va chiroyli bog‘lar yaratish bilan yakunlandi.""",1
"""Yangi yilda yangi imkoniyatlar va yangi yutuqlar kutmoqda.""",1
"""Ularning bilim va tajribalari jamoaga katta foyda keltirmoqda.""",1
"""Barchaning birlashgan sa’y-harakatlari o‘z maqsadlariga erishishlariga yordam beradi.""",1
"""Sport musobaqasida ko‘rsatilgan jismoniy holat va iroda maqtovga loyiq.""",1
"""Kelajakda yana yangi yirik loyihalar amalga oshirilishi rejalashtirilgan.""",1
"""Yangi texnologiyalarni joriy qilish kompaniyaning samaradorligini sezilarli darajada oshirdi.""",1
"""Boshqalar bilan yaxshi munosabatlarni saqlash o‘zgalar bilan do‘stona aloqalarni yanada mustahkamlaydi.""",1
"""Har bir insonning erishgan muvaffaqiyatlari butun jamoa uchun quvonchli va ilhomlantiruvchi.""",1
